PassengerId,Survived,Pclass,Name,Sex,Age,Ticket
423,0,3,"Zimmerman, Mr. Leo",male,29,315082
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,347080
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,370129
426,0,3,"Wiseman, Mr. Phillippe",male,,A/4. 34244
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,2003
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,250655
429,0,3,"Flynn, Mr. James",male,,364851
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,SOTON/O.Q. 392078
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,110564
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,376564
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,SC/AH 3085
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,STON/O 2. 3101274
435,0,1,"Silvey, Mr. William Baird",male,50,13507
436,1,1,"Carter, Miss. Lucile Polk",female,14,113760
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,W./C. 6608
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,29106
439,0,1,"Fortune, Mr. Mark",male,64,19950
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,C.A. 18723
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,F.C.C. 13529
442,0,3,"Hampe, Mr. Leon",male,20,345769
443,0,3,"Petterson, Mr. Johan Emil",male,25,347076
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,230434
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,65306
446,1,1,"Dodge, Master. Washington",male,4,33638
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,250644
448,1,1,"Seward, Mr. Frederic Kimber",male,34,113794
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2666
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,113786
451,0,2,"West, Mr. Edwy Arthur",male,36,C.A. 34651
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,65303
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,113051
454,1,1,"Goldenberg, Mr. Samuel L",male,49,17453
455,0,3,"Peduzzi, Mr. Joseph",male,,A/5 2817
456,1,3,"Jalsevac, Mr. Ivan",male,29,349240
457,0,1,"Millet, Mr. Francis Davis",male,65,13509
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,17464
459,1,2,"Toomey, Miss. Ellen",female,50,F.C.C. 13531
460,0,3,"O'Connor, Mr. Maurice",male,,371060
461,1,1,"Anderson, Mr. Harry",male,48,19952
462,0,3,"Morley, Mr. William",male,34,364506
463,0,1,"Gee, Mr. Arthur H",male,47,111320
464,0,2,"Milling, Mr. Jacob Christian",male,48,234360
465,0,3,"Maisner, Mr. Simon",male,,A/S 2816
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,SOTON/O.Q. 3101306
467,0,2,"Campbell, Mr. William",male,,239853
468,0,1,"Smart, Mr. John Montgomery",male,56,113792
469,0,3,"Scanlan, Mr. James",male,,36209
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2666
471,0,3,"Keefe, Mr. Arthur",male,,323592
472,0,3,"Cacic, Mr. Luka",male,38,315089
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,C.A. 34651
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,SC/AH Basle 541
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,7553
476,0,1,"Clifford, Mr. George Quincy",male,,110465
477,0,2,"Renouf, Mr. Peter Henry",male,34,31027
478,0,3,"Braund, Mr. Lewis Richard",male,29,3460
479,0,3,"Karlsson, Mr. Nils August",male,22,350060
480,1,3,"Hirvonen, Miss. Hildur E",female,2,3101298
481,0,3,"Goodwin, Master. Harold Victor",male,9,CA 2144
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,239854
483,0,3,"Rouse, Mr. Richard Henry",male,50,A/5 3594
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,4134
485,1,1,"Bishop, Mr. Dickinson H",male,25,11967
486,0,3,"Lefebre, Miss. Jeannie",female,,4133
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,19943
488,0,1,"Kent, Mr. Edward Austin",male,58,11771
489,0,3,"Somerton, Mr. Francis William",male,30,A.5. 18509
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,C.A. 37671
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,65304
492,0,3,"Windelov, Mr. Einar",male,21,SOTON/OQ 3101317
493,0,1,"Molson, Mr. Harry Markland",male,55,113787
494,0,1,"Artagaveytia, Mr. Ramon",male,71,PC 17609
495,0,3,"Stanley, Mr. Edward Roland",male,21,A/4 45380
496,0,3,"Yousseff, Mr. Gerious",male,,2627
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,36947
498,0,3,"Shellard, Mr. Frederick William",male,,C.A. 6212
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,113781
500,0,3,"Svensson, Mr. Olof",male,24,350035
501,0,3,"Calic, Mr. Petar",male,17,315086
502,0,3,"Canavan, Miss. Mary",female,21,364846
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,330909
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,4135
505,1,1,"Maioni, Miss. Roberta",female,16,110152
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,PC 17758
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,26360
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,111427
509,0,3,"Olsen, Mr. Henry Margido",male,28,C 4001
510,1,3,"Lang, Mr. Fang",male,26,1601
511,1,3,"Daly, Mr. Eugene Patrick",male,29,382651
512,0,3,"Webber, Mr. James",male,,SOTON/OQ 3101316
513,1,1,"McGough, Mr. James Robert",male,36,PC 17473
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,PC 17603
515,0,3,"Coleff, Mr. Satio",male,24,349209
516,0,1,"Walker, Mr. William Anderson",male,47,36967
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,C.A. 34260
518,0,3,"Ryan, Mr. Patrick",male,,371110
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,226875
520,0,3,"Pavlovic, Mr. Stefo",male,32,349242
521,1,1,"Perreault, Miss. Anne",female,30,12749
522,0,3,"Vovk, Mr. Janko",male,22,349252
523,0,3,"Lahoud, Mr. Sarkis",male,,2624
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,111361
525,0,3,"Kassem, Mr. Fared",male,,2700
526,0,3,"Farrell, Mr. James",male,40.5,367232
527,1,2,"Ridsdale, Miss. Lucy",female,50,W./C. 14258
528,0,1,"Farthing, Mr. John",male,,PC 17483
529,0,3,"Salonen, Mr. Johan Werner",male,39,3101296
530,0,2,"Hocking, Mr. Richard George",male,23,29104
531,1,2,"Quick, Miss. Phyllis May",female,2,26360
532,0,3,"Toufik, Mr. Nakli",male,,2641
533,0,3,"Elias, Mr. Joseph Jr",male,17,2690
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,2668
535,0,3,"Cacic, Miss. Marija",female,30,315084
536,1,2,"Hart, Miss. Eva Miriam",female,7,F.C.C. 13529
537,0,1,"Butt, Major. Archibald Willingham",male,45,113050
538,1,1,"LeRoy, Miss. Bertha",female,30,PC 17761
539,0,3,"Risien, Mr. Samuel Beard",male,,364498
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,13568
541,1,1,"Crosby, Miss. Harriet R",female,36,WE/P 5735
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,347082
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,347082
544,1,2,"Beane, Mr. Edward",male,32,2908
545,0,1,"Douglas, Mr. Walter Donald",male,50,PC 17761
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,693
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,2908
548,1,2,"Padro y Manent, Mr. Julian",male,,SC/PARIS 2146
549,0,3,"Goldsmith, Mr. Frank John",male,33,363291
550,1,2,"Davies, Master. John Morgan Jr",male,8,C.A. 33112
551,1,1,"Thayer, Mr. John Borland Jr",male,17,17421
552,0,2,"Sharp, Mr. Percival James R",male,27,244358
553,0,3,"O'Brien, Mr. Timothy",male,,330979
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,2620
555,1,3,"Ohman, Miss. Velin",female,22,347085
556,0,1,"Wright, Mr. George",male,62,113807
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,11755
558,0,1,"Robbins, Mr. Victor",male,,PC 17757
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,110413
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,345572
561,0,3,"Morrow, Mr. Thomas Rowan",male,,372622
562,0,3,"Sivic, Mr. Husein",male,40,349251
563,0,2,"Norman, Mr. Robert Douglas",male,28,218629
564,0,3,"Simmons, Mr. John",male,,SOTON/OQ 392082
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,SOTON/O.Q. 392087
566,0,3,"Davies, Mr. Alfred J",male,24,A/4 48871
567,0,3,"Stoytcheff, Mr. Ilia",male,19,349205
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,349909
569,0,3,"Doharr, Mr. Tannous",male,,2686
570,1,3,"Jonsson, Mr. Carl",male,32,350417
571,1,2,"Harris, Mr. George",male,62,S.W./PP 752
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,11769
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,PC 17474
574,1,3,"Kelly, Miss. Mary",female,,14312
575,0,3,"Rush, Mr. Alfred George John",male,16,A/4. 20589
576,0,3,"Patchett, Mr. George",male,19,358585
577,1,2,"Garside, Miss. Ethel",female,34,243880
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,13507
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,2689
580,1,3,"Jussila, Mr. Eiriik",male,32,STON/O 2. 3101286
581,1,2,"Christy, Miss. Julie Rachel",female,25,237789
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,17421
583,0,2,"Downton, Mr. William James",male,54,28403
584,0,1,"Ross, Mr. John Hugo",male,36,13049
585,0,3,"Paulner, Mr. Uscher",male,,3411
586,1,1,"Taussig, Miss. Ruth",female,18,110413
587,0,2,"Jarvis, Mr. John Denzil",male,47,237565
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,13567
589,0,3,"Gilinski, Mr. Eliezer",male,22,14973
590,0,3,"Murdlin, Mr. Joseph",male,,A./5. 3235
591,0,3,"Rintamaki, Mr. Matti",male,35,STON/O 2. 3101273
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,36947
593,0,3,"Elsbury, Mr. William James",male,47,A/5 3902
594,0,3,"Bourke, Miss. Mary",female,,364848
595,0,2,"Chapman, Mr. John Henry",male,37,SC/AH 29037
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,345773
597,1,2,"Leitch, Miss. Jessie Wills",female,,248727
598,0,3,"Johnson, Mr. Alfred",male,49,LINE
599,0,3,"Boulos, Mr. Hanna",male,,2664
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,PC 17485
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,243847
602,0,3,"Slabenoff, Mr. Petco",male,,349214
603,0,1,"Harrington, Mr. Charles H",male,,113796
604,0,3,"Torber, Mr. Ernst William",male,44,364511
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,111426
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,349910
607,0,3,"Karaic, Mr. Milan",male,30,349246
608,1,1,"Daniel, Mr. Robert Williams",male,27,113804
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,SC/Paris 2123
610,1,1,"Shutes, Miss. Elizabeth W",female,40,PC 17582
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,347082
612,0,3,"Jardin, Mr. Jose Neto",male,,SOTON/O.Q. 3101305
613,1,3,"Murphy, Miss. Margaret Jane",female,,367230
614,0,3,"Horgan, Mr. John",male,,370377
615,0,3,"Brocklebank, Mr. William Alfred",male,35,364512
616,1,2,"Herman, Miss. Alice",female,24,220845
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,347080
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,A/5. 3336
619,1,2,"Becker, Miss. Marion Louise",female,4,230136
620,0,2,"Gavey, Mr. Lawrence",male,26,31028
621,0,3,"Yasbeck, Mr. Antoni",male,27,2659
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,11753
623,1,3,"Nakid, Mr. Sahid",male,20,2653
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,350029
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,54636
626,0,1,"Sutton, Mr. Frederick",male,61,36963
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,219533
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,13502
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,349224
630,0,3,"O'Connell, Mr. Patrick D",male,,334912
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,27042
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,347743
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,13214
634,0,1,"Parr, Mr. William Henry Marsh",male,,112052
635,0,3,"Skoog, Miss. Mabel",female,9,347088
636,1,2,"Davis, Miss. Mary",female,28,237668
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,STON/O 2. 3101292
638,0,2,"Collyer, Mr. Harvey",male,31,C.A. 31921
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,3101295
640,0,3,"Thorneycroft, Mr. Percival",male,,376564
641,0,3,"Jensen, Mr. Hans Peder",male,20,350050
642,1,1,"Sagesser, Mlle. Emma",female,24,PC 17477
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,347088
644,1,3,"Foo, Mr. Choong",male,,1601
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2666
646,1,1,"Harper, Mr. Henry Sleeper",male,48,PC 17572
647,0,3,"Cor, Mr. Liudevit",male,19,349231
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,13213
649,0,3,"Willey, Mr. Edward",male,,S.O./P.P. 751
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,CA. 2314
651,0,3,"Mitkoff, Mr. Mito",male,,349221
652,1,2,"Doling, Miss. Elsie",female,18,231919
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,8475
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,330919
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,365226
656,0,2,"Hickman, Mr. Leonard Mark",male,24,S.O.C. 14879
657,0,3,"Radeff, Mr. Alexander",male,,349223
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,364849
659,0,2,"Eitemiller, Mr. George Floyd",male,23,29751
660,0,1,"Newell, Mr. Arthur Webster",male,58,35273
661,1,1,"Frauenthal, Dr. Henry William",male,50,PC 17611
662,0,3,"Badt, Mr. Mohamed",male,40,2623
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,5727
664,0,3,"Coleff, Mr. Peju",male,36,349210
665,1,3,"Lindqvist, Mr. Eino William",male,20,STON/O 2. 3101285
666,0,2,"Hickman, Mr. Lewis",male,32,S.O.C. 14879
667,0,2,"Butler, Mr. Reginald Fenton",male,25,234686
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,312993
669,0,3,"Cook, Mr. Jacob",male,43,A/5 3536
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,19996
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,29750
672,0,1,"Davidson, Mr. Thornton",male,31,F.C. 12750
673,0,2,"Mitchell, Mr. Henry Michael",male,70,C.A. 24580
674,1,2,"Wilhelms, Mr. Charles",male,31,244270
675,0,2,"Watson, Mr. Ennis Hastings",male,,239856
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,349912
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,342826
678,1,3,"Turja, Miss. Anna Sofia",female,18,4138
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,CA 2144
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,PC 17755
681,0,3,"Peters, Miss. Katie",female,,330935
682,1,1,"Hassab, Mr. Hammad",male,27,PC 17572
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,6563
684,0,3,"Goodwin, Mr. Charles Edward",male,14,CA 2144
685,0,2,"Brown, Mr. Thomas William Solomon",male,60,29750
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,SC/Paris 2123
687,0,3,"Panula, Mr. Jaako Arnold",male,14,3101295
688,0,3,"Dakic, Mr. Branko",male,19,349228
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,350036
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,24160
691,1,1,"Dick, Mr. Albert Adrian",male,31,17474
692,1,3,"Karun, Miss. Manca",female,4,349256
693,1,3,"Lam, Mr. Ali",male,,1601
694,0,3,"Saad, Mr. Khalil",male,25,2672
695,0,1,"Weir, Col. John",male,60,113800
696,0,2,"Chapman, Mr. Charles Henry",male,52,248731
697,0,3,"Kelly, Mr. James",male,44,363592
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,35852
699,0,1,"Thayer, Mr. John Borland",male,49,17421
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,348121
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,PC 17757
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,PC 17475
703,0,3,"Barbara, Miss. Saiide",female,18,2691
704,0,3,"Gallagher, Mr. Martin",male,25,36864
705,0,3,"Hansen, Mr. Henrik Juul",male,26,350025
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,250655
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,223596
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,PC 17476
709,1,1,"Cleaver, Miss. Alice",female,22,113781
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,2661
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,PC 17482
712,0,1,"Klaber, Mr. Herman",male,,113028
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,19996
714,0,3,"Larsson, Mr. August Viktor",male,29,7545
715,0,2,"Greenberg, Mr. Samuel",male,52,250647
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,348124
717,1,1,"Endres, Miss. Caroline Louise",female,38,PC 17757
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,34218
719,0,3,"McEvoy, Mr. Michael",male,,36568
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,347062
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,248727
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,350048
723,0,2,"Gillespie, Mr. William Henry",male,34,12233
724,0,2,"Hodges, Mr. Henry Price",male,50,250643
725,1,1,"Chambers, Mr. Norman Campbell",male,27,113806
726,0,3,"Oreskovic, Mr. Luka",male,20,315094
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,31027
728,1,3,"Mannion, Miss. Margareth",female,,36866
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,236853
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,STON/O2. 3101271
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,24160
732,0,3,"Hassan, Mr. Houssein G N",male,11,2699
733,0,2,"Knight, Mr. Robert J",male,,239855
734,0,2,"Berriman, Mr. William John",male,23,28425
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,233639
736,0,3,"Williams, Mr. Leslie",male,28.5,54636
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,W./C. 6608
738,1,1,"Lesurer, Mr. Gustave J",male,35,PC 17755
739,0,3,"Ivanoff, Mr. Kanio",male,,349201
740,0,3,"Nankoff, Mr. Minko",male,,349218
741,1,1,"Hawksford, Mr. Walter James",male,,16988
742,0,1,"Cavendish, Mr. Tyrell William",male,36,19877
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,PC 17608
744,0,3,"McNamee, Mr. Neal",male,24,376566
745,1,3,"Stranden, Mr. Juho",male,31,STON/O 2. 3101288
746,0,1,"Crosby, Capt. Edward Gifford",male,70,WE/P 5735
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,C.A. 2673
748,1,2,"Sinkkonen, Miss. Anna",female,30,250648
749,0,1,"Marvin, Mr. Daniel Warner",male,19,113773
750,0,3,"Connaghton, Mr. Michael",male,31,335097
751,1,2,"Wells, Miss. Joan",female,4,29103
752,1,3,"Moor, Master. Meier",male,6,392096
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,345780
754,0,3,"Jonkoff, Mr. Lalio",male,23,349204
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,220845
756,1,2,"Hamalainen, Master. Viljo",male,0.67,250649
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,350042
758,0,2,"Bailey, Mr. Percy Andrew",male,18,29108
759,0,3,"Theobald, Mr. Thomas Leonard",male,34,363294
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,110152
761,0,3,"Garfirth, Mr. John",male,,358585
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,SOTON/O2 3101272
763,1,3,"Barah, Mr. Hanna Assi",male,20,2663
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,113760
765,0,3,"Eklund, Mr. Hans Linus",male,16,347074
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,13502
767,0,1,"Brewe, Dr. Arthur Jackson",male,,112379
768,0,3,"Mangan, Miss. Mary",female,30.5,364850
769,0,3,"Moran, Mr. Daniel J",male,,371110
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,8471
771,0,3,"Lievens, Mr. Rene Aime",male,24,345781
772,0,3,"Jensen, Mr. Niels Peder",male,48,350047
773,0,2,"Mack, Mrs. (Mary)",female,57,S.O./P.P. 3
774,0,3,"Elias, Mr. Dibo",male,,2674
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,29105
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,347078
777,0,3,"Tobin, Mr. Roger",male,,383121
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,364516
779,0,3,"Kilgannon, Mr. Thomas J",male,,36865
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,24160
781,1,3,"Ayoub, Miss. Banoura",female,13,2687
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,17474
783,0,1,"Long, Mr. Milton Clyde",male,29,113501
784,0,3,"Johnston, Mr. Andrew G",male,,W./C. 6607
785,0,3,"Ali, Mr. William",male,25,SOTON/O.Q. 3101312
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,374887
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,3101265
788,0,3,"Rice, Master. George Hugh",male,8,382652
789,1,3,"Dean, Master. Bertram Vere",male,1,C.A. 2315
790,0,1,"Guggenheim, Mr. Benjamin",male,46,PC 17593
791,0,3,"Keane, Mr. Andrew ""Andy""",male,,12460
792,0,2,"Gaskell, Mr. Alfred",male,16,239865
793,0,3,"Sage, Miss. Stella Anna",female,,CA. 2343
794,0,1,"Hoyt, Mr. William Fisher",male,,PC 17600
795,0,3,"Dantcheff, Mr. Ristiu",male,25,349203
796,0,2,"Otter, Mr. Richard",male,39,28213
797,1,1,"Leader, Dr. Alice (Farnham)",female,49,17465
798,1,3,"Osman, Mrs. Mara",female,31,349244
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,2685
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,345773
801,0,2,"Ponesell, Mr. Martin",male,34,250647
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,C.A. 31921
803,1,1,"Carter, Master. William Thornton II",male,11,113760
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,2625
805,1,3,"Hedman, Mr. Oskar Arvid",male,27,347089
806,0,3,"Johansson, Mr. Karl Johan",male,31,347063
807,0,1,"Andrews, Mr. Thomas Jr",male,39,112050
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,347087
809,0,2,"Meyer, Mr. August",male,39,248723
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,113806
811,0,3,"Alexander, Mr. William",male,26,3474
812,0,3,"Lester, Mr. James",male,39,A/4 48871
813,0,2,"Slemen, Mr. Richard James",male,35,28206
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,347082
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,364499
816,0,1,"Fry, Mr. Richard",male,,112058
817,0,3,"Heininen, Miss. Wendla Maria",female,23,STON/O2. 3101290
818,0,2,"Mallet, Mr. Albert",male,31,S.C./PARIS 2079
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,C 7075
820,0,3,"Skoog, Master. Karl Thorsten",male,10,347088
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,12749
822,1,3,"Lulic, Mr. Nikola",male,27,315098
823,0,1,"Reuchlin, Jonkheer. John George",male,38,19972
824,1,3,"Moor, Mrs. (Beila)",female,27,392096
825,0,3,"Panula, Master. Urho Abraham",male,2,3101295
826,0,3,"Flynn, Mr. John",male,,368323
827,0,3,"Lam, Mr. Len",male,,1601
828,1,2,"Mallet, Master. Andre",male,1,S.C./PARIS 2079
829,1,3,"McCormack, Mr. Thomas Joseph",male,,367228
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,113572
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,2659
832,1,2,"Richards, Master. George Sibley",male,0.83,29106
833,0,3,"Saad, Mr. Amin",male,,2671
834,0,3,"Augustsson, Mr. Albert",male,23,347468
835,0,3,"Allum, Mr. Owen George",male,18,2223
836,1,1,"Compton, Miss. Sara Rebecca",female,39,PC 17756
837,0,3,"Pasic, Mr. Jakob",male,21,315097
838,0,3,"Sirota, Mr. Maurice",male,,392092
839,1,3,"Chip, Mr. Chang",male,32,1601
840,1,1,"Marechal, Mr. Pierre",male,,11774
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,SOTON/O2 3101287
842,0,2,"Mudd, Mr. Thomas Charles",male,16,S.O./P.P. 3
843,1,1,"Serepeca, Miss. Augusta",female,30,113798
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,2683
845,0,3,"Culumovic, Mr. Jeso",male,17,315090
846,0,3,"Abbing, Mr. Anthony",male,42,C.A. 5547
847,0,3,"Sage, Mr. Douglas Bullen",male,,CA. 2343
